idx,seed,file,status,obj_val,obj_bound,mip_gap,mip_gap_pct,runtime_s,node_count,sol_count,heur_cost,gurobi_cost,heur_gap_vs_gurobi_pct,optimal
1,1000,inst_001.json,9,103.27607367281797,100.95713377688449,0.022453796058126307,2.245379605812631,1800.0190789699554,1905754,10,104.14369185830061,103.27607522778871,0.8400945026215061,0
2,1001,inst_002.json,9,92.66561463766163,86.79343277812538,0.06336958841202843,6.336958841202843,1800.0175261497498,1294508,10,94.5928038163364,92.66561524596635,2.079723493179891,0
3,1002,inst_003.json,9,95.60502584863383,92.88452179509326,0.028455659411125416,2.845565941112542,1800.0220580101013,2029681,10,97.08165897949645,95.6050298747307,1.544509851312787,0
4,1003,inst_004.json,9,95.4023627653431,92.29038269379475,0.03261952829410255,3.261952829410255,1800.0087888240814,1845009,10,95.87582148707037,95.40236537172727,0.4962729314921235,0
5,1004,inst_005.json,9,94.23036454382816,92.17785379652545,0.02178184025116497,2.1781840251164972,1800.0149419307709,1981486,10,94.4667782871891,94.23036803246424,0.25088542012635584,0
6,1005,inst_006.json,9,81.9766195941743,76.86335767397843,0.06237463737232761,6.237463737232761,1800.0238258838654,1039303,10,82.1091521914498,81.97662384195638,0.1616660253646399,0
7,1006,inst_007.json,9,99.92360727774062,97.96639683526072,0.01958706751888737,1.958706751888737,1800.0242230892181,2594478,10,101.54773563293358,99.92361107626066,1.625366156386612,0
8,1007,inst_008.json,9,96.16705826659322,91.89812847693494,0.044390770255485976,4.439077025548597,1800.0150439739227,1700344,10,97.59876388826338,96.16705911653241,1.488768383772728,0
